ICD-9 Code,is_ICD-9,ICD-10 Chapter
Z958,FALSE,Z95
G454,FALSE,G45
438.82,TRUE,I69
438.11,TRUE,I69
E04,FALSE,E04
C481,FALSE,C48
S0240,FALSE,S02
Z961,FALSE,Z96
R49,FALSE,R49
G8102,FALSE,G81
I240,FALSE,I24
C779,FALSE,C77
K279,FALSE,K27
H9190,FALSE,H91
R44,FALSE,R44
825.25,TRUE,S82
E0590,FALSE,E05
Z8262,FALSE,Z82
L97829,FALSE,L97
M01X11,FALSE,M01
M706,FALSE,M70
F5101,FALSE,F51
D51,FALSE,D51
Z960,FALSE,Z96
E722,FALSE,E72
E11311,FALSE,E11
S328,FALSE,S32
M623,FALSE,M62
M7051,FALSE,M70
F323,FALSE,F32
S3203,FALSE,S32
N3941,FALSE,N39
Z8612,FALSE,Z86
721.9,TRUE,M54
S3241,FALSE,S32
244.9,TRUE,E03
298.9,TRUE,F29
C4491,FALSE,C44
F321,FALSE,F32
F39,FALSE,F39
I698,FALSE,I69
M8455,FALSE,M84
174.8,TRUE,C50
M9983,FALSE,M99
M0800,FALSE,M08
Z86711,FALSE,Z86
F20,FALSE,F20
G839,FALSE,G83
K2270,FALSE,K22
287.5,TRUE,D69
M6256,FALSE,M62
M25531,FALSE,M25
203,TRUE,C90
H90,FALSE,H90
C70,FALSE,C70
R1312,FALSE,R13
S5250,FALSE,S52
R110,FALSE,R11
B9620,FALSE,B96
S32501,FALSE,S32
F4310,FALSE,F43
Z11,FALSE,Z11
Z13,FALSE,Z13
R778,FALSE,R77
I69991,FALSE,I69
L12,FALSE,L12
R102,FALSE,R10
C509,FALSE,C50
N81,FALSE,N81
F349,FALSE,F34
D848,FALSE,D84
M4040,FALSE,M40
R451,FALSE,R45
F0631,FALSE,F06
300,TRUE,F41
E21,FALSE,E21
369.4,TRUE,H54
M625,FALSE,M62
M95,FALSE,M95
R63,FALSE,R63
F59,FALSE,F59
733.09,TRUE,M81
I973,FALSE,I97
K209,FALSE,K20
M84550A,FALSE,M84
S028,FALSE,S02
M25022,FALSE,M25
F600,FALSE,F60
959.01,TRUE,S00
G473,FALSE,G47
I6521,FALSE,I65
R402,FALSE,R40
F330,FALSE,F33
R20,FALSE,R20
183,TRUE,C56
F0630,FALSE,F06
M62571,FALSE,M62
M05611,FALSE,M05
A09,FALSE,A09
I479,FALSE,I47
S52201,FALSE,S52
276.1,TRUE,E87
Z998,FALSE,Z99
H34,FALSE,H34
Z895,FALSE,Z89
T82591A,FALSE,T82
K5701,FALSE,K57
R031,FALSE,R03
I2542,FALSE,I25
H35351,FALSE,H35
L02211,FALSE,L02
J210,FALSE,J21
I70248,FALSE,I70
G620,FALSE,G62
E23,FALSE,E23
B9561,FALSE,B95
733.01,TRUE,M81
E2749,FALSE,E27
G8921,FALSE,G89
S98,FALSE,S98
C773,FALSE,C77
Z8679,FALSE,Z86
A42,FALSE,A42
L53,FALSE,L53
432,TRUE,I62
L639,FALSE,L63
I495,FALSE,I49
M62551,FALSE,M62
Z136,FALSE,Z13
J841,FALSE,J84
E53,FALSE,E53
H47013,FALSE,H47
493,TRUE,J45
Z867,FALSE,Z86
I159,FALSE,I15
M7512,FALSE,M75
355.9,TRUE,G60
722,TRUE,M51
Z46,FALSE,Z46
K580,FALSE,K58
G910,FALSE,G91
I69891,FALSE,I69
Z8701,FALSE,Z87
B662,FALSE,B66
787.2,TRUE,R11
D83,FALSE,D83
N3946,FALSE,N39
F3130,FALSE,F31
I6529,FALSE,I65
I481,FALSE,I48
N39498,FALSE,N39
S52352,FALSE,S52
M71,FALSE,M71
G255,FALSE,G25
K439,FALSE,K43
M859,FALSE,M85
J00,FALSE,J00
443.89,TRUE,I73
K559,FALSE,K55
R8290,FALSE,R82
P833,FALSE,P83
S42002A,FALSE,S42
G893,FALSE,G89
I209,FALSE,I20
T63,FALSE,T63
R3981,FALSE,R39
G891,FALSE,G89
M25572,FALSE,M25
K250,FALSE,K25
F22,FALSE,F22
Q782,FALSE,Q78
T83,FALSE,T83
B66,FALSE,B66
F801,FALSE,F80
R454,FALSE,R45
D696,FALSE,D69
I69353,FALSE,I69
H5500,FALSE,H55
A69,FALSE,A69
170.2,TRUE,C41
R01,FALSE,R01
T80212,FALSE,T80
I43,FALSE,I43
M265,FALSE,M26
783.21,TRUE,R63
M79606,FALSE,M79
M3500,FALSE,M35
S32509A,FALSE,S32
S060,FALSE,S06
M13849,FALSE,M13
M79604,FALSE,M79
Q632,FALSE,Q63
285.9,TRUE,D64
M13852,FALSE,M13
729.2,TRUE,M79
429.9,TRUE,I51
E8352,FALSE,E83
S22000D,FALSE,S22
M791,FALSE,M79
I69828,FALSE,I69
F1027,FALSE,F10
C782,FALSE,C78
M793,FALSE,M79
R41844,FALSE,R41
G312,FALSE,G31
M2137,FALSE,M21
388.4,TRUE,H93
R279,FALSE,R27
E662,FALSE,E66
E668,FALSE,E66
G36,FALSE,G36
S5253,FALSE,S52
F34,FALSE,F34
I728,FALSE,I72
C7A090,FALSE,C7A
M629,FALSE,M62
I6995,FALSE,I69
S22089,FALSE,S22
R46,FALSE,R46
J91,FALSE,J91
M76829,FALSE,M76
M9908,FALSE,M99
L821,FALSE,L82
E88,FALSE,E88
Z7401,FALSE,Z74
H91,FALSE,H91
S42351D,FALSE,S42
Z741,FALSE,Z74
586,TRUE,N18
M11262,FALSE,M11
K3189,FALSE,K31
M62830,FALSE,M62
727.66,TRUE,M66
J432,FALSE,J43
R011,FALSE,R01
R060,FALSE,R06
M88,FALSE,M88
E089,FALSE,E08
K589,FALSE,K58
M10,FALSE,M10
G060,FALSE,G06
714,TRUE,M06
I79,FALSE,I79
E105,FALSE,E10
D36,FALSE,D36
G4752,FALSE,G47
Z740,FALSE,Z74
K5790,FALSE,K57
S52532A,FALSE,S52
G51,FALSE,G51
F0634,FALSE,F06
I69920,FALSE,I69
H9313,FALSE,H93
B182,FALSE,B18
S23163S,FALSE,S23
E22,FALSE,E22
M146,FALSE,M14
J301,FALSE,J30
M2352,FALSE,M23
438.4,TRUE,I69
F4320,FALSE,F43
K90,FALSE,K90
D630,FALSE,D63
S3205,FALSE,S32
I257,FALSE,I25
S2239,FALSE,S22
E861,FALSE,E86
S52501A,FALSE,S52
Z8669,FALSE,Z86
S2249XD,FALSE,S22
Z8782,FALSE,Z87
M53,FALSE,M53
T84051,FALSE,T84
M84331,FALSE,M84
S32059D,FALSE,S32
M189,FALSE,M18
M158,FALSE,M15
460,TRUE,J00
G439,FALSE,G43
I69820,FALSE,I69
786.09,TRUE,R06
Z97,FALSE,Z97
H01009,FALSE,H01
I07,FALSE,I07
584,TRUE,N17
I82502,FALSE,I82
M4692,FALSE,M46
M62562,FALSE,M62
F4321,FALSE,F43
M2106,FALSE,M21
G4041,FALSE,G40
I359,FALSE,I35
R31,FALSE,R31
K4031,FALSE,K40
E559,FALSE,E55
331.3,TRUE,G31
M479,FALSE,M47
784.3,TRUE,R49
M66351,FALSE,M66
S36,FALSE,S36
R39,FALSE,R39
R45,FALSE,R45
736.79,TRUE,M24
Y71,FALSE,Y71
I6522,FALSE,I65
I69091,FALSE,I69
I669,FALSE,I66
F3160,FALSE,F31
C4022,FALSE,C40
592,TRUE,N20
C4492,FALSE,C44
T8403,FALSE,T84
M84373,FALSE,M84
T730XXA,FALSE,T73
G83,FALSE,G83
G248,FALSE,G24
E784,FALSE,E78
C7989,FALSE,C79
N15,FALSE,N15
M13831,FALSE,M13
M472,FALSE,M47
R443,FALSE,R44
Z45,FALSE,Z45
H900,FALSE,H90
I730,FALSE,I73
Z89622,FALSE,Z89
S42212,FALSE,S42
H904,FALSE,H90
M79601,FALSE,M79
K5090,FALSE,K50
I745,FALSE,I74
S5291,FALSE,S52
M172,FALSE,M17
M4987,FALSE,M49
K869,FALSE,K86
Q059,FALSE,Q05
E162,FALSE,E16
Z436,FALSE,Z43
I501,FALSE,I50
F063,FALSE,F06
M2040,FALSE,M20
492,TRUE,J45
G6281,FALSE,G62
L89894,FALSE,L89
S06360S,FALSE,S06
733.13,TRUE,M81
S4229,FALSE,S42
Z6825,FALSE,Z68
I652,FALSE,I65
I060,FALSE,I06
M24542,FALSE,M24
Z01810,FALSE,Z01
716,TRUE,M25
I313,FALSE,I31
I348,FALSE,I34
330,TRUE,F84
M701,FALSE,M70
L59,FALSE,L59
244,TRUE,E03
E1159,FALSE,E11
Z89422,FALSE,Z89
I82413,FALSE,I82
M1732,FALSE,M17
M1000,FALSE,M10
S41,FALSE,S41
R072,FALSE,R07
350.1,TRUE,G50
C44621,FALSE,C44
L4050,FALSE,L40
S004,FALSE,S00
I69344,FALSE,I69
Z859,FALSE,Z85
K311,FALSE,K31
T6481XD,FALSE,T64
R442,FALSE,R44
D80,FALSE,D80
J309,FALSE,J30
E099,FALSE,E09
D569,FALSE,D56
S0102,FALSE,S01
Z431,FALSE,Z43
F849,FALSE,F84
F802,FALSE,F80
S32040S,FALSE,S32
H539,FALSE,H53
K83,FALSE,K83
M10071,FALSE,M10
E441,FALSE,E44
R197,FALSE,R19
M6136,FALSE,M61
I28,FALSE,I28
G5602,FALSE,G56
R638,FALSE,R63
R29810,FALSE,R29
I39,FALSE,I39
S32030A,FALSE,S32
333,TRUE,G25
722.1,TRUE,M51
L89893,FALSE,L89
424,TRUE,I34
E16,FALSE,E16
M512,FALSE,M51
F410,FALSE,F41
M720,FALSE,M72
I70209,FALSE,I70
M8456,FALSE,M84
882.1,TRUE,S61
F311,FALSE,F31
Z98818,FALSE,Z98
R1900,FALSE,R19
F60,FALSE,F60
I6503,FALSE,I65
R130,FALSE,R13
Q770,FALSE,Q77
H4014,FALSE,H40
Z736,FALSE,Z73
I340,FALSE,I34
C68,FALSE,C68
C4442,FALSE,C44
I6981,FALSE,I69
M1023,FALSE,M10
S06309,FALSE,S06
I63431,FALSE,I63
I87303,FALSE,I87
D701,FALSE,D70
I69321,FALSE,I69
F80,FALSE,F80
R259,FALSE,R25
R6889,FALSE,R68
C620,FALSE,C62
205,TRUE,C92
M511,FALSE,M51
J22,FALSE,J22
G4751,FALSE,G47
M8975,FALSE,M89
458,TRUE,I95
E034,FALSE,E03
M65,FALSE,M65
M4185,FALSE,M41
S52514D,FALSE,S52
L039,FALSE,L03
F334,FALSE,F33
I31,FALSE,I31
I8290,FALSE,I82
G54,FALSE,G54
S066X0S,FALSE,S06
Z7689,FALSE,Z76
M4644,FALSE,M46
F320,FALSE,F32
L0231,FALSE,L02
Z1231,FALSE,Z12
I23,FALSE,I23
T796,FALSE,T79
E0865,FALSE,E08
C5041,FALSE,C50
I09,FALSE,I09
M87851,FALSE,M87
342.92,TRUE,G81
840.4,TRUE,S83
M868X7,FALSE,M86
J157,FALSE,J15
Z856,FALSE,Z85
726.12,TRUE,M75
K921,FALSE,K92
G4761,FALSE,G47
S42209K,FALSE,S42
G722,FALSE,G72
R7989,FALSE,R79
Q8781,FALSE,Q87
D509,FALSE,D50
453.9,TRUE,I82
360.21,TRUE,H44
S064X0D,FALSE,S06
I69361,FALSE,I69
585,TRUE,N18
J39,FALSE,J39
J961,FALSE,J96
S85,FALSE,S85
G52,FALSE,G52
E786,FALSE,E78
M62542,FALSE,M62
C028,FALSE,C02
G80,FALSE,G80
L893,FALSE,L89
C57,FALSE,C57
C449,FALSE,C44
278.01,TRUE,E66
300.3,TRUE,F42
682.2,TRUE,L03
L0311,FALSE,L03
I131,FALSE,I13
M19272,FALSE,M19
R45850,FALSE,R45
C211,FALSE,C21
N823,FALSE,N82
Q8789,FALSE,Q87
R36,FALSE,R36
M4310,FALSE,M43
719.4,TRUE,M25
Z932,FALSE,Z93
M816,FALSE,M81
G26,FALSE,G26
R94,FALSE,R94
M6283,FALSE,M62
K9409,FALSE,K94
R4702,FALSE,R47
I66,FALSE,I66
M8445,FALSE,M84
I69852,FALSE,I69
D72829,FALSE,D72
M63,FALSE,M63
G470,FALSE,G47
G379,FALSE,G37
R456,FALSE,R45
I6502,FALSE,I65
G112,FALSE,G11
296.23,TRUE,F31
E059,FALSE,E05
Q2730,FALSE,Q27
L97822,FALSE,L97
B9562,FALSE,B95
T148,FALSE,T14
A410,FALSE,A41
L03311,FALSE,L03
J32,FALSE,J32
225.2,TRUE,D33
331.4,TRUE,G31
F71,FALSE,F71
M503,FALSE,M50
E89,FALSE,E89
I952,FALSE,I95
S020,FALSE,S02
596.54,TRUE,N32
O07,FALSE,O07
J939,FALSE,J93
R224,FALSE,R22
C946,FALSE,C94
451.2,TRUE,I80
433.1,TRUE,I65
I69993,FALSE,I69
402.9,TRUE,I11
G560,FALSE,G56
G43919,FALSE,G43
M6529,FALSE,M65
E83,FALSE,E83
414.01,TRUE,I25
M7741,FALSE,M77
H5441,FALSE,H54
C720,FALSE,C72
M8080,FALSE,M80
F413,FALSE,F41
K227,FALSE,K22
P721,FALSE,P72
C76,FALSE,C76
S32501A,FALSE,S32
R530,FALSE,R53
Z939,FALSE,Z93
784.5,TRUE,R05
R2242,FALSE,R22
D0511,FALSE,D05
S13150A,FALSE,S13
A403,FALSE,A40
780.4,TRUE,R41
J851,FALSE,J85
R570,FALSE,R57
G548,FALSE,G54
M84463A,FALSE,M84
438.1,TRUE,I69
Z2082,FALSE,Z20
S20,FALSE,S20
G819,FALSE,G81
C7802,FALSE,C78
S42291,FALSE,S42
D35,FALSE,D35
715.95,TRUE,M19
729.5,TRUE,M79
M4328,FALSE,M43
K5000,FALSE,K50
M23,FALSE,M23
Z20828,FALSE,Z20
M31,FALSE,M31
H1132,FALSE,H11
C50119,FALSE,C50
F605,FALSE,F60
I8393,FALSE,I83
345,TRUE,G40
707,TRUE,L89
E1040,FALSE,E10
D242,FALSE,D24
S42411D,FALSE,S42
A401,FALSE,A40
H8139,FALSE,H81
G479,FALSE,G47
Z936,FALSE,Z93
S3901,FALSE,S39
957.1,TRUE,S00
V43,FALSE,V43
J438,FALSE,J43
G09,FALSE,G09
G4700,FALSE,G47
K269,FALSE,K26
S42354K,FALSE,S42
D46C,FALSE,D46
R632,FALSE,R63
B961,FALSE,B96
I051,FALSE,I05
R481,FALSE,R48
M8005,FALSE,M80
Z902,FALSE,Z90
Z86010,FALSE,Z86
H61,FALSE,H61
S2243,FALSE,S22
G5632,FALSE,G56
G7111,FALSE,G71
427.9,TRUE,I49
S4292,FALSE,S42
D7289,FALSE,D72
R78,FALSE,R78
333.99,TRUE,G25
275.42,TRUE,E83
M25571,FALSE,M25
M1180,FALSE,M11
I959,FALSE,I95
L89151,FALSE,L89
A499,FALSE,A49
F3111,FALSE,F31
Z8659,FALSE,Z86
278,TRUE,E66
M0606,FALSE,M06
250.6,TRUE,E11
F101,FALSE,F10
M25661,FALSE,M25
I2583,FALSE,I25
365,TRUE,H40
I97131,FALSE,I97
G404,FALSE,G40
I69851,FALSE,I69
G8252,FALSE,G82
600.01,TRUE,N40
H542,FALSE,H54
M4180,FALSE,M41
E1143,FALSE,E11
J392,FALSE,J39
S22079A,FALSE,S22
E56,FALSE,E56
M213,FALSE,M21
S42221D,FALSE,S42
I6302,FALSE,I63
D473,FALSE,D47
E538,FALSE,E53
H4010,FALSE,H40
G244,FALSE,G24
C9190,FALSE,C91
R946,FALSE,R94
N8110,FALSE,N81
M7582,FALSE,M75
G450,FALSE,G45
S34,FALSE,S34
C662,FALSE,C66
M47813,FALSE,M47
A4901,FALSE,A49
M2662,FALSE,M26
G509,FALSE,G50
I2609,FALSE,I26
S5292,FALSE,S52
Z96643,FALSE,Z96
M8080XA,FALSE,M80
M8511,FALSE,M85
I69120,FALSE,I69
M620,FALSE,M62
320.3,TRUE,G00
342,TRUE,G81
L81,FALSE,L81
Z89512,FALSE,Z89
M8431,FALSE,M84
F07,FALSE,F07
M85811,FALSE,M85
437.9,TRUE,I67
349.89,TRUE,G96
562,TRUE,K62
Z7901,FALSE,Z79
S32059,FALSE,S32
295.7,TRUE,F20
443.9,TRUE,I73
S60,FALSE,S60
M86042,FALSE,M86
297.9,TRUE,F29
M84559,FALSE,M84
C3400,FALSE,C34
820.1,TRUE,S72
C7982,FALSE,C79
R2990,FALSE,R29
I69193,FALSE,I69
N3944,FALSE,N39
I824Y1,FALSE,I82
T8404,FALSE,T84
H3111,FALSE,H31
C8204,FALSE,C82
356.4,TRUE,G60
M00051,FALSE,M00
F338,FALSE,F33
M8588,FALSE,M85
Z9183,FALSE,Z91
Q15,FALSE,Q15
D6832,FALSE,D68
C02,FALSE,C02
M24541,FALSE,M24
820.19,TRUE,S72
R680,FALSE,R68
M47892,FALSE,M47
M5186,FALSE,M51
E67,FALSE,E67
R414,FALSE,R41
H903,FALSE,H90
R298,FALSE,R29
G930,FALSE,G93
S068,FALSE,S06
E872,FALSE,E87
E349,FALSE,E34
M2520,FALSE,M25
I673,FALSE,I67
I158,FALSE,I15
R50,FALSE,R50
D47,FALSE,D47
E1340,FALSE,E13
M71111,FALSE,M71
S023,FALSE,S02
Z40,FALSE,Z40
M20,FALSE,M20
Z85830,FALSE,Z85
M8668,FALSE,M86
Z8671,FALSE,Z86
L97819,FALSE,L97
M8530,FALSE,M85
H4430,FALSE,H44
D6869,FALSE,D68
S59,FALSE,S59
M47894,FALSE,M47
F44,FALSE,F44
E222,FALSE,E22
H269,FALSE,H26
I400,FALSE,I40
S32038D,FALSE,S32
250.02,TRUE,E11
I69322,FALSE,I69
S42202A,FALSE,S42
K31,FALSE,K31
185,TRUE,C61
728.85,TRUE,M62
Q76,FALSE,Q76
K900,FALSE,K90
J45901,FALSE,J45
716.41,TRUE,M25
E114,FALSE,E11
782,TRUE,R23
E835,FALSE,E83
T87,FALSE,T87
L579,FALSE,L57
D61818,FALSE,D61
365.9,TRUE,H40
E819,FALSE,E81
38.9,FALSE,38
H476,FALSE,H47
H53462,FALSE,H53
N990,FALSE,N99
M462,FALSE,M46
R188,FALSE,R18
303.93,TRUE,F10
K2970,FALSE,K29
J82,FALSE,J82
S42034A,FALSE,S42
M12812,FALSE,M12
E07,FALSE,E07
K261,FALSE,K26
G5701,FALSE,G57
E703,FALSE,E70
D89,FALSE,D89
S0101,FALSE,S01
D25,FALSE,D25
J1289,FALSE,J12
C678,FALSE,C67
J4590,FALSE,J45
Q64,FALSE,Q64
S32432,FALSE,S32
M6790,FALSE,M67
M1731,FALSE,M17
A08,FALSE,A08
M008,FALSE,M00
L89152,FALSE,L89
A319,FALSE,A31
D381,FALSE,D38
R252,FALSE,R25
E8801,FALSE,E88
K746,FALSE,K74
K710,FALSE,K71
F3132,FALSE,F31
I77810,FALSE,I77
J21,FALSE,J21
N009,FALSE,N00
C921,FALSE,C92
S42291A,FALSE,S42
M7989,FALSE,M79
Z94,FALSE,Z94
A92,FALSE,A92
I238,FALSE,I23
T50901D,FALSE,T50
N8184,FALSE,N81
C781,FALSE,C78
I22,FALSE,I22
H53469,FALSE,H53
C099,FALSE,C09
M1907,FALSE,M19
I724,FALSE,I72
T86841,FALSE,T86
I7101,FALSE,I71
K6289,FALSE,K62
T50905,FALSE,T50
272.4,TRUE,E78
Z903,FALSE,Z90
M460,FALSE,M46
H264,FALSE,H26
M1610,FALSE,M16
M8458XD,FALSE,M84
M60,FALSE,M60
I63219,FALSE,I63
S0291XA,FALSE,S02
G40009,FALSE,G40
D638,FALSE,D63
S42302,FALSE,S42
R4586,FALSE,R45
S3219,FALSE,S32
D70,FALSE,D70
Z87310,FALSE,Z87
R636,FALSE,R63
G8312,FALSE,G83
J9811,FALSE,J98
M25811,FALSE,M25
M4982,FALSE,M49
P8330,FALSE,P83
M1289,FALSE,M12
I083,FALSE,I08
S2222,FALSE,S22
S22029,FALSE,S22
F48,FALSE,F48
L941,FALSE,L94
S42002D,FALSE,S42
G43909,FALSE,G43
M7967,FALSE,M79
S42017D,FALSE,S42
M3320,FALSE,M33
F3342,FALSE,F33
R3914,FALSE,R39
C562,FALSE,C56
865.02,TRUE,S36
M5020,FALSE,M50
M5002,FALSE,M50
S3211,FALSE,S32
R4781,FALSE,R47
R10,FALSE,R10
S1210,FALSE,S12
S42032D,FALSE,S42
I9589,FALSE,I95
N329,FALSE,N32
386.2,TRUE,H83
E02,FALSE,E02
S41112D,FALSE,S41
583.9,TRUE,N04
780.51,TRUE,R41
F0781,FALSE,F07
310.1,TRUE,F06
E8341,FALSE,E83
K551,FALSE,K55
296.32,TRUE,F31
Z51,FALSE,Z51
M238,FALSE,M23
M21162,FALSE,M21
L89153,FALSE,L89
N60,FALSE,N60
162.9,TRUE,C34
N952,FALSE,N95
W19XXXA,FALSE,W19
S06320,FALSE,S06
F3162,FALSE,F31
I791,FALSE,I79
M712,FALSE,M71
A9230,FALSE,A92
S12600A,FALSE,S12
D693,FALSE,D69
H59,FALSE,H59
L089,FALSE,L08
I778,FALSE,I77
41,TRUE,Z21
Z7389,FALSE,Z73
M79671,FALSE,M79
I616,FALSE,I61
M1007,FALSE,M10
G5630,FALSE,G56
M009,FALSE,M00
I72,FALSE,I72
C04,FALSE,C04
N136,FALSE,N13
N318,FALSE,N31
C7801,FALSE,C78
M258,FALSE,M25
K573,FALSE,K57
M25611,FALSE,M25
348.3,TRUE,G93
L71,FALSE,L71
H10,FALSE,H10
G8332,FALSE,G83
T33829A,FALSE,T33
S069X0D,FALSE,S06
707.05,TRUE,L89
R4585,FALSE,R45
R112,FALSE,R11
S32029A,FALSE,S32
G458,FALSE,G45
M3390,FALSE,M33
E7522,FALSE,E75
R77,FALSE,R77
R431,FALSE,R43
S42255,FALSE,S42
S42252,FALSE,S42
S42451,FALSE,S42
C48,FALSE,C48
M5124,FALSE,M51
202,TRUE,C85
M4986,FALSE,M49
K668,FALSE,K66
I080,FALSE,I08
I83,FALSE,I83
H532,FALSE,H53
I279,FALSE,I27
I6902,FALSE,I69
J4520,FALSE,J45
303,TRUE,F10
M8660,FALSE,M86
F1021,FALSE,F10
D68311,FALSE,D68
C7A8,FALSE,C7A
M67864,FALSE,M67
M86141,FALSE,M86
F98,FALSE,F98
N049,FALSE,N04
B0052,FALSE,B00
E70331,FALSE,E70
L603,FALSE,L60
K8081,FALSE,K80
K560,FALSE,K56
C140,FALSE,C14
G8104,FALSE,G81
J151,FALSE,J15
W06,FALSE,W06
L97919,FALSE,L97
M40204,FALSE,M40
Z9189,FALSE,Z91
M25522,FALSE,M25
438.2,TRUE,I69
R479,FALSE,R47
Z820,FALSE,Z82
R0689,FALSE,R06
F431,FALSE,F43
J30,FALSE,J30
M808,FALSE,M80
V09.0,FALSE,V09
S52031D,FALSE,S52
M219,FALSE,M21
G009,FALSE,G00
F203,FALSE,F20
305,TRUE,F10
G40409,FALSE,G40
Q25,FALSE,Q25
M2557,FALSE,M25
I69352,FALSE,I69
D735,FALSE,D73
L439,FALSE,L43
S271,FALSE,S27
R770,FALSE,R77
I6911,FALSE,I69
M180,FALSE,M18
T8482,FALSE,T84
R488,FALSE,R48
J4599,FALSE,J45
R470,FALSE,R47
D56,FALSE,D56
Z43,FALSE,Z43
I061,FALSE,I06
R1031,FALSE,R10
J430,FALSE,J43
M19031,FALSE,M19
N178,FALSE,N17
A881,FALSE,A88
K3580,FALSE,K35
F68,FALSE,F68
K5721,FALSE,K57
B59,FALSE,B59
359.9,TRUE,G72
G908,FALSE,G90
C5091,FALSE,C50
I69254,FALSE,I69
I447,FALSE,I44
R202,FALSE,R20
817,TRUE,S02
R1311,FALSE,R13
J948,FALSE,J94
D049,FALSE,D04
F310,FALSE,F31
M4854XA,FALSE,M48
Z9862,FALSE,Z98
A7740,FALSE,A77
S143,FALSE,S14
T375X1D,FALSE,T37
L0291,FALSE,L02
D510,FALSE,D51
I444,FALSE,I44
C9150,FALSE,C91
R300,FALSE,R30
724.3,TRUE,M54
T24,FALSE,T24
295.8,TRUE,F20
G4489,FALSE,G44
R51,FALSE,R51
R652,FALSE,R65
R9402,FALSE,R94
H46,FALSE,H46
L9721,FALSE,L97
S42122D,FALSE,S42
Z790,FALSE,Z79
S06339D,FALSE,S06
S52501D,FALSE,S52
303.9,TRUE,F10
D699,FALSE,D69
S46002,FALSE,S46
Z8744,FALSE,Z87
M76,FALSE,M76
M19039,FALSE,M19
R90,FALSE,R90
S4601,FALSE,S46
H33022,FALSE,H33
M4711,FALSE,M47
Z4689,FALSE,Z46
R4689,FALSE,R46
R788,FALSE,R78
M21372,FALSE,M21
Q24,FALSE,Q24
Z48813,FALSE,Z48
M7500,FALSE,M75
159,TRUE,C78
H5316,FALSE,H53
K223,FALSE,K22
I455,FALSE,I45
I422,FALSE,I42
S225XXD,FALSE,S22
Q393,FALSE,Q39
L304,FALSE,L30
T8449,FALSE,T84
G5791,FALSE,G57
F909,FALSE,F90
C155,FALSE,C15
S32691D,FALSE,S32
M45,FALSE,M45
E112,FALSE,E11
M14679,FALSE,M14
D1803,FALSE,D18
L9792,FALSE,L97
T8789,FALSE,T87
C4361,FALSE,C43
L022,FALSE,L02
486,TRUE,J18
A4152,FALSE,A41
805.8,TRUE,S12
G589,FALSE,G58
S14109,FALSE,S14
M75111,FALSE,M75
S52124D,FALSE,S52
Z466,FALSE,Z46
D471,FALSE,D47
M25539,FALSE,M25
L9732,FALSE,L97
M5481,FALSE,M54
S42031,FALSE,S42
S51011A,FALSE,S51
Z49,FALSE,Z49
S0634,FALSE,S06
I63312,FALSE,I63
300.02,TRUE,F41
B450,FALSE,B45
M899,FALSE,M89
C8190,FALSE,C81
Z96698,FALSE,Z96
L979,FALSE,L97
I361,FALSE,I36
M541,FALSE,M54
I82621,FALSE,I82
R05,FALSE,R05
M33,FALSE,M33
G8111,FALSE,G81
733.9,TRUE,M81
M057,FALSE,M05
M6530,FALSE,M65
W01198D,FALSE,W01
S42125B,FALSE,S42
T428X5A,FALSE,T42
C9020,FALSE,C90
M25532,FALSE,M25
D76,FALSE,D76
M5010,FALSE,M50
S12401D,FALSE,S12
G211,FALSE,G21
H913,FALSE,H91
780.2,TRUE,R41
E8311,FALSE,E83
G992,FALSE,G99
R7301,FALSE,R73
G08,FALSE,G08
G938,FALSE,G93
Q992,FALSE,Q99
441.9,TRUE,I71
R109,FALSE,R10
F312,FALSE,F31
Z85028,FALSE,Z85
N34,FALSE,N34
S46011D,FALSE,S46
I7771,FALSE,I77
M5415,FALSE,M54
S12200A,FALSE,S12
I82592,FALSE,I82
L97211,FALSE,L97
M30,FALSE,M30
781,TRUE,R29
N170,FALSE,N17
S42031D,FALSE,S42
S272,FALSE,S27
R532,FALSE,R53
M4852,FALSE,M48
M4813,FALSE,M48
S1230,FALSE,S12
F63,FALSE,F63
M79662,FALSE,M79
W1830,FALSE,W18
A044,FALSE,A04
N2889,FALSE,N28
S43004S,FALSE,S43
G40109,FALSE,G40
S49,FALSE,S49
I341,FALSE,I34
I99,FALSE,I99
M1460,FALSE,M14
G462,FALSE,G46
D619,FALSE,D61
263.9,TRUE,E46
729.4,TRUE,M79
H8111,FALSE,H81
C7900,FALSE,C79
C9001,FALSE,C90
788.3,TRUE,R35
N82,FALSE,N82
L02419,FALSE,L02
225,TRUE,D33
G40219,FALSE,G40
F90,FALSE,F90
H001,FALSE,H00
S42001,FALSE,S42
C50812,FALSE,C50
M47819,FALSE,M47
D84,FALSE,D84
M5127,FALSE,M51
L97312,FALSE,L97
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
